,x,y
0,99.93101954460144,-99.77417588233948
1,117.91496276855469,-99.72666501998901
2,139.857280254364,-99.72531199455261
3,167.88177490234375,-99.9136209487915
4,196.77878618240356,-96.08845114707947
5,196.76263332366943,-76.69268250465393
6,196.74781560897827,-58.51238965988159
7,196.73364162445068,-41.208261251449585
8,196.7198133468628,-24.496325850486755
9,196.7063069343567,-8.127687871456146
10,196.69314622879028,8.12714397907257
11,196.67965173721313,24.49132353067398
12,196.666157245636,41.19412302970886
13,196.65167331695557,58.48379731178284
14,196.63654565811157,76.64353847503662
15,196.6210961341858,96.01144790649414
16,168.93492937088013,100.54038763046265
17,141.1327362060547,100.63477754592896
18,118.94717216491699,100.5996584892273
19,100.77593326568604,100.6177544593811
20,100.26311874389648,100.42072534561157
21,84.92022752761842,100.4081130027771
22,71.58830165863039,100.39722919464111
23,59.74480509757997,100.38735866546631
24,49.01561439037324,100.37869215011597
25,39.12165760993958,100.37046670913696
26,29.847726225852973,100.3629207611084
27,21.020731329917915,100.35573244094849
28,12.495803833007818,100.3486156463623
29,4.146011173725134,100.34176111221313
30,-4.145734757184976,100.33507347106934
31,-12.49325573444366,100.32814741134644
32,-21.01351469755172,100.32128095626831
33,-29.833179712295525,100.31400918960571
34,-39.096644520759575,100.30629634857178
35,-48.97634088993072,100.29826164245605
36,-59.68652963638304,100.2894401550293
37,-71.50454521179198,100.27977228164673
38,-84.80250239372252,100.26891231536865
39,-100.09896755218506,100.25632381439209
40,-100.6086468696594,100.45074224472049
41,-103.37270498275757,87.42753863334657
42,-103.36124897003174,73.70179891586305
43,-103.35097312927246,61.50857806205751
44,-103.34188938140869,50.46256780624391
45,-103.33325862884521,40.27647376060487
46,-103.325355052948,30.728745460510265
47,-103.31782102584839,21.641176939010634
48,-103.31045389175415,12.86462396383287
49,-103.30319404602051,4.2683742940426
50,-103.29611301422119,-4.268081486225116
51,-103.28894853591919,-12.861946225166307
52,-103.28167676925659,-21.633605659008012
53,-103.27415466308594,-30.71351945400237
54,-103.2660722732544,-40.25028347969054
55,-103.2576322555542,-50.42142271995543
56,-103.2484769821167,-61.447578668594346
57,-103.23840379714966,-73.61419796943663
58,-103.22697162628174,-87.30428218841551
59,-100.09725093841556,-99.94013905525206
60,-99.58762526512149,-99.744176864624
61,-84.3480467796326,-99.73156452178954
62,-71.10580801963809,-99.72056746482848
63,-59.342074394226096,-99.71066713333128
64,-48.68515431880952,-99.70194697380064
65,-38.85789513587953,-99.69375133514403
66,-29.646450281143206,-99.68613982200623
67,-20.878952741622943,-99.67886209487915
68,-12.41151988506319,-99.6717631816864
69,-4.118041321635264,-99.6648371219635
70,4.117761552333814,-99.65806603431702
71,12.408942729234678,-99.65106248855591
72,20.87167650461195,-99.64412450790405
73,29.63179647922514,-99.63686466217041
74,38.832724094390855,-99.6291756629944
75,48.64566326141356,-99.62106943130495
76,59.283483028411844,-99.61220622062685
77,71.0216164588928,-99.60249066352846
78,84.22960042953488,-99.59151744842531
79,99.42274689674375,-99.57904219627383
