,x,y
103,-24.251343736253162,90.50724697551401
104,-25.854784816812966,90.1663500125522
105,-27.512176968285704,89.98827607691639
106,-29.109399927075014,89.58952093260932
107,-30.7661905962013,89.35150539413544
108,-32.389306529178185,88.98888832071123
109,-34.08079145493196,88.7834971353532
110,-35.73746958348231,88.45334114044181
111,-37.39296780400672,88.09231166624066
112,-39.08739077895354,87.7917170854942
113,-40.90944902622828,87.7305965509796
114,-42.56583768431814,87.27290052419823
115,-44.40027225999672,87.1404407847585
116,-46.10210603286098,86.7054509242044
117,-47.80222781652805,86.23750178938067
118,-49.74999999999998,86.16952767655165
119,-51.503807491005425,85.71673007021123
120,-53.4158634518923,85.48325068060515
121,-55.11746868141431,84.87345891665744
122,-87.22732785264652,120.05811702739433
123,-89.30934576257658,118.51750481653393
124,-91.36415918062825,116.9407910256016
125,-93.39114219072901,115.32845593689198
126,-95.3254044781459,113.60439325232656
127,-97.35915589792472,111.99889709867767
128,-99.23207096504323,110.20837988619559
129,-101.20855247068711,108.53288485645616
130,-103.08729793625699,106.75002197975411
131,-104.93464201224636,104.93464201224637
132,-106.67809458547282,103.01783845899838
133,-102.09698120986494,95.20697522731245
134,-103.74302217244026,93.41063673174574
135,-105.35746200548068,91.58584445134134
136,-106.93980893497354,89.73315423550513
137,-108.48958096271565,87.85313043162414
138,-109.92750012813771,85.88477580792934
139,-111.40965365159737,83.95319572971071
140,-112.93877735259052,82.05482480758573
141,-114.27171017831436,80.01391287097091
142,-115.7336501887276,78.0633327375589
143,-117.0784164040201,76.03161261231067
144,-118.38751939951187,73.97673252132591
145,-119.57483844794466,71.84781144995259
146,-120.8105438279292,69.74999999999999
147,-92.8846102290763,51.486780190639465
148,-93.06267763460201,49.482303433989635
149,-93.37748645407707,47.57820575817357
150,-93.38470278193434,45.54676282028642
151,-93.80285595829326,43.7409900901624
152,-93.91247583357884,41.81252814945401
153,-94.16764931734252,39.97179563686948
154,-94.38731922443952,38.13495235294847
155,-94.5717000532279,36.3026743825911
156,-94.72101904293386,34.47563149099007
157,-95.02461684773134,32.719599522944236
158,-95.2007558299478,30.932600665409733
159,-95.43921756352145,29.178697023576746
160,-95.64553874586272,27.42591690379142
161,-95.81983902010388,25.674848484317042
162,-96.05927690132366,23.950267664367104
163,-96.17032242076125,22.202668377243356
164,-96.34753867227985,20.479301545549294
165,-96.59211634909435,18.775605436203445
166,-96.90508439909864,17.086980947392032
167,-97.08976689468764,15.377508390854807
168,-97.34335417935468,13.680716249097019
169,-97.56728973535242,11.979756828641724
170,-97.66204709012447,10.264694773888042
171,-97.82631631246446,8.558693671841816
172,-97.96078669119085,6.850085508793263
173,-98.06541726532366,5.139390743340418
174,-98.14017616337644,3.4271304696808005
175,-98.08505736919548,1.7120810448672465
176,-98.0999984741211,1.2013784912769262e-14
177,-98.1850406130646,-1.7138262588807354
178,-98.14017616337644,-3.4271304696807765
179,-98.06541726532366,-5.139390743340394
180,-97.96078669119085,-6.850085508793239
181,-97.72669836272776,-8.549978230556135
182,-97.76150534974123,-10.275148258205894
183,-97.46802906216736,-11.967569150469744
184,-97.24432132836388,-13.666798089555837
185,-96.99099203225693,-15.361863989550557
186,-96.8066051264948,-17.06961639459145
187,-96.4939551285938,-18.756524827817188
188,-96.15191213720267,-20.437719841881886
189,-95.87801586163788,-22.135184090684383
190,-95.57412903818565,-23.82930671656725
191,-95.2402849982163,-25.519557452182028
192,-94.9726584922438,-27.232971595897954
193,-94.67417084034051,-28.94479876755094
194,-94.34480351408509,-30.654484898949743
195,-94.07909827213201,-32.3940313684871
196,-93.68735142464077,-34.09940724580652
197,-93.54475588595825,-35.908467450786915
198,-93.08926041327574,-37.61050255056187
199,-92.87894111793017,-39.424771460776086
200,-92.54215764711496,-41.20242318484029
201,-92.35276488195058,-43.064801516241545
202,-91.94663367930653,-44.8453696543252
203,-91.68457269855112,-46.71562311593388
204,-91.29678244888414,-48.54336030841787
205,-90.87298890634699,-50.37172028335518
206,-90.67285713333094,-52.34999847412111
207,-90.25971937979944,-54.23351085980017
208,-89.97790170817811,-56.2244331265504
209,-118.58801318864404,-77.01195622691196
210,-117.1430115320493,-79.01395896693782
211,-115.74618635788819,-81.0463522068192
212,-114.31410377410403,-83.05405794270467
213,-112.84720000692464,-85.03646460797813
214,-111.3459218894478,-86.99296834236522
215,-109.81072672553123,-88.92297317587547
216,-108.2420821504937,-90.8258912103401
217,-106.64046598866855,-92.70114279849192
218,-105.00636610785384,-94.54815672053122
219,-103.26714043671251,-96.29816635953095
220,-101.64271598310225,-98.15522986578544
221,-99.98489454394056,-99.98489454394053
222,-98.15522986578542,-101.64271598310226
223,-102.64075318940604,-110.06873209368516
224,-100.70415625700815,-111.84329623434785
225,-98.73688386307134,-113.58379182352719
226,-96.73953525782419,-115.28968868940618
227,-94.7127188530006,-116.96046719927408
228,-92.71862194174354,-118.6744243028083
229,-90.57316098438326,-120.19464426211758
230,-88.4028983572315,-121.67615101614422
231,-86.32325367083249,-123.28238266549323
232,-84.21445467573706,-124.85306348683308
233,-81.91370754204719,-126.13604830015286
234,-79.80584442789119,-127.71604845723256
235,-77.56473722499715,-129.0894007174721
236,-50.371720283355174,-90.872988906347
237,-48.40251740686858,-91.03189547648427
238,-46.579424580542984,-91.41726802215848
239,-44.626184080930685,-91.49723665615693
240,-42.81123120406141,-91.80898159264451
241,-40.836359585441194,-91.71996534127688
242,-39.112185365567925,-92.14253442601033
243,-37.310816132620566,-92.34751050008173
244,-35.55009950124164,-92.61117545946104
245,-33.75738710248084,-92.74765880385486
246,-32.03590689536179,-93.03902928171962
247,-30.283665448744863,-93.20353859692504
248,-28.56471465916378,-93.43097173917805
249,-26.819515562172445,-93.53076594833632
250,-25.13132888452823,-93.79139625878268
251,-23.418040232334878,-93.92462926462402
252,-21.752766268555632,-94.22158229119078
253,-20.06347816391382,-94.39124347081224
254,-18.39398744545032,-94.62886198219903
255,-16.704954161626514,-94.73850283437966
256,-15.048995059470125,-95.01561535106663
257,-13.388451887635734,-95.26378519088074
258,-11.723830463659437,-95.48293675888472
259,-10.04518516052371,-95.57355262737109
260,-8.384382186346505,-95.83392691628097
261,-6.710572561305017,-95.96565859067121
262,-5.029485315088616,-95.9682967661268
263,-3.3538415798579173,-96.04145695158572
264,-1.6789214460061548,-96.18534522275182
265,-1.767165275109749e-14,-96.19999694824219
266,1.67717623199265,-96.08536197888269
267,3.3538415798579675,-96.04145695158572
268,5.034718830854544,-96.06815819581452
269,6.710572561304982,-95.96565859067121
270,8.38438218634647,-95.83392691628097
271,10.055637847352664,-95.67300329938794
272,11.711643715276832,-95.3836836582258
273,13.374534789900991,-95.16475989503576
274,15.04899505947009,-95.01561535106664
275,16.72232003925754,-94.83698962047039
276,18.355824772920798,-94.43253205197684
277,20.02189646024636,-94.19561693573506
278,21.685281981996646,-93.92927573206741
279,23.345462925367908,-93.63353758563368
280,24.95015634280948,-93.11525112815204
281,26.681696884263996,-93.05013510036714
282,28.330818633757005,-92.66593231202339
283,30.036450910199843,-92.44269048149478
284,31.710338740904604,-92.09351070612033
285,33.449571061013074,-91.90194118057613
286,35.120059055439434,-91.49088179672577
287,36.898749451467324,-91.32760967482857
288,38.604236687157,-90.945882330259
289,40.388949898688644,-90.71506673182978
290,42.09277822450939,-90.2682542059344
291,43.92478757046298,-90.05916069627479
292,45.71684193830329,-89.72435426663253
293,47.55747074292421,-89.44259385115153
294,49.40210104286254,-89.12374949206817
295,51.34999847412111,-88.94080632576205
296,53.203434709980066,-88.54538477839522
297,55.21758571591467,-88.3666090314622
298,79.46283188447953,-122.36203074439848
299,81.53032703255623,-120.87368060854696
300,83.68479856278488,-119.5142782620566
301,85.69909157802078,-117.95468024879129
302,87.8048082046964,-116.52091604141575
303,89.82500549231415,-114.97076414158477
304,91.81784121310446,-113.38559103324953
305,93.71843545392953,-111.68928214452913
306,95.65340842894919,-110.03665909967106
307,97.62615138370825,-108.42482550135581
308,99.43536297840612,-106.6313719279894
309,101.35065201010948,-104.9516724789075
310,103.16687505927997,-103.16687505928002
311,104.95167247890745,-101.35065201010953
312,106.70450060240826,-99.50355657053085
313,108.42482550135577,-97.62615138370829
314,110.1121231481207,-95.7190083254485
315,111.76587957549464,-93.78270833000191
316,175.8839978002024,-137.4156394138372
317,178.33531183080265,-134.38529650644608
318,180.5725906755643,-131.19366651790182
319,182.75282608058131,-127.96490645075122
320,184.95828749707363,-124.75594017736618
321,187.10740882746302,-121.50897203606537
322,189.11472544288299,-118.17199592400472
323,191.06258609476677,-114.8019837539082
324,193.12366504392975,-111.5000000000001
325,180.17165967071554,-99.8707817707454
326,180.386195915621,-95.913041709871
327,181.05252299594022,-92.25086816160689
328,181.3766412860736,-88.46329875983847
329,181.9866064027912,-84.86174824726099
330,182.34367892130214,-81.18463644045316
331,182.90431157184202,-77.63827403840195
332,183.1188112769405,-73.98480219964269
333,183.82198027917627,-70.56264707816534
334,184.08577867653088,-67.00174398997319
335,184.65978070004027,-63.583461559037865
336,184.98049241940737,-60.10380540592731
337,185.52312265682886,-56.72011071621101
338,185.81188875841494,-53.28070172060435
339,186.4236844737902,-49.952075704786495
340,186.87896280297204,-46.5941585690701
341,187.27392347818073,-43.23559195839478
342,187.6087128058135,-39.87746293334247
343,187.98160563022765,-36.5399226146083
344,188.4921979157471,-33.23626014558611
345,188.94478257003544,-29.925913639596313
346,189.33925172132993,-26.609896478842
347,189.8740818379954,-23.313605765320386
348,190.1525833593739,-19.98584185777978
349,190.4724232349968,-16.66417774737405
350,190.7342433653545,-13.337437566996957
351,191.03783304612546,-10.011868588991922
352,191.18346825865177,-6.676273825693219
353,191.27086713471067,-3.338645404712863
354,191.1999969482422,-4.68304928519297e-14
